PROPERTY_NUM,PROPERTY_NAME,ADDRESS,CITY,STATE,ZIP,LATITUDE,LONGITUDE
NSA #00987,iStorage | McGregor Blvd,12859 McGregor Blvd,Fort Myers,FL,33919,26.55503,-81.909819
NSA #00666,iStorage | Beal Pkwy NW,719 Beal Pkwy NW,Fort Walton Beach,FL,32547,30.437944,-86.638113
NSA #00667,iStorage | Harrelson Dr,921 Harrelson Dr,Fort Walton Beach,FL,32547,30.44291,-86.597617
NSA #00135,iStorage | Site C-6 Rd,26 Site C-6 Rd,Freeport,FL,32439,30.512254,-86.194042
NSA #00148,iStorage | FL-20,820 FL-20,Freeport,FL,32439,30.503323,-86.148743
NSA #01078,iStorage | NW 13th St,8825 NW 13th St,Gainesville,FL,32653-1032,29.736064,-82.378766
NSA #00117,iStorage | Gulf Breeze Pkwy,2999 Gulf Breeze Pkwy,Gulf Breeze,FL,32563,30.3842,-87.099224
NSA #00118,iStorage | Gulf Breeze Pkwy,4310 Gulf Breeze Pkwy,Gulf Breeze,FL,32563,30.393977,-87.043511
NSA #01079,iStorage | W U.S. Hwy 27,26055 W U.S. Hwy 27,High Springs,FL,32643,29.836495,-82.619473
NSA #01201,iStorage | NW 1st Ave,26153 NW 1st Ave,High Springs,FL,32643,29.83689,-82.620717
NSA #00423,iStorage | Shad Rd,5509 Shad Rd,Jacksonville,FL,32257,30.195344,-81.573064
NSA #00430,iStorage | San Jose Blvd,10601-37 San Jose Blvd,Jacksonville,FL,32257,30.184457,-81.624814
NSA #00479,iStorage | Loretto Rd,2951 Loretto Rd,Jacksonville,FL,32223,30.162135,-81.6338
NSA #01154,iStorage | Western Way Cir,8285 Western Way Cir,Jacksonville,FL,32256,30.218526,-81.565516
NSA #01084,iStorage | Dyer Blvd,932 Dyer Blvd,Kissimmee,FL,34741,28.300824,-81.437015
NSA #01085,iStorage | E Vine St,1404 E Vine St,Kissimmee,FL,34744,28.303821,-81.387831
NSA #01087,iStorage | W Vine St,608 W Vine St,Kissimmee,FL,34741,28.304251,-81.41021
NSA #01086,iStorage | US-441,1520 US-441,Leesburg,FL,34748,28.813795,-81.852657
NSA #00491,iStorage | Park Blvd,8105 Park Blvd,Miami,FL,33126,25.77365,-80.32738
NSA #01076,iStorage | E Apshawa Rd,18286 E Apshawa Rd,Minneola,FL,34715,28.611402,-81.760104
NSA #01090,iStorage | E Division St,300 E Division St,Minneola,FL,34715,28.567992,-81.743069
NSA #00470,iStorage | Tollgate Blvd,3836 Tollgate Blvd,Naples,FL,34114,26.155867,-81.684274
NSA #00988,iStorage | Pine Ridge Rd,1597 Pine Ridge Rd,Naples,FL,34109,26.21204,-81.78591
NSA #00114,iStorage | Navarre Pkwy,7030 Navarre Pkwy,Navarre,FL,32566,30.402817,-86.929279
NSA #00149,iStorage | Navarre Pkwy,7100 Navarre Pkwy,Navarre,FL,32566,30.402876,-86.928034
NSA #00446,iStorage | N Cleveland Ave,14150 N Cleveland Ave,North Fort Myers,FL,33903,26.669215,-81.890837
NSA #00665,iStorage | N Cleveland Ave,14251 N Cleveland Ave,North Fort Myers,FL,33903,26.67045,-81.89413
NSA #00897,iStorage | Bobcat Village Center Rd,2245 Bobcat Village Center Rd,North Port,FL,34288,27.057133,-82.1589
NSA #01156,iStorage | SW 17th Rd,2401 SW 17th Rd,Ocala,FL,34471,29.170977,-82.16569
NSA #01092,iStorage | Miller Rd,145 Miller Rd,Orange City,FL,32763,28.921128,-81.300504
NSA #01094,iStorage | Edgewater Dr,6325 Edgewater Dr,Orlando,FL,32810,28.614495,-81.422232
NSA #01095,iStorage | Forest City Rd,6550 Forest City Rd,Orlando,FL,32810,28.617349,-81.415468
NSA #01097,iStorage | Old Winter Garden Rd,4600 Old Winter Garden Rd,Orlando,FL,32811,28.54533,-81.439447
NSA #01177,iStorage | All American Blvd,6200 All American Blvd,Orlando,FL,32810,28.614906,-81.422358
NSA #00895,iStorage | Co Rd 466,4150 Co Rd 466,Oxford,FL,34484,28.928665,-82.03558
NSA #01083,iStorage | 1731 Robert J Conlan Blvd NE,1731 Robert J Conlan Blvd NE,Palm Bay,FL,32905,28.041445,-80.596356
NSA #01176,iStorage | 1701 Robert J Conlan Blvd NE,1701 Robert J Conlan Blvd NE,Palm Bay,FL,32905,28.041445,-80.596356
NSA #00668,iStorage | SW Martin Hwy,4125 SW Martin Hwy,Palm City,FL,34990,27.162231,-80.309146
NSA #00990,iStorage | 8th Ave W,2015 8th Ave W,Palmetto,FL,34221,27.53189,-82.57319
NSA #00424,iStorage | Estes Place,105 Estes Pl,Panama City Beach,FL,32413,30.242698,-85.907337
NSA #00612,iStorage | Alf Coleman,323 Alf Coleman Rd,Panama City Beach,FL,32407,30.195937,-85.8256
NSA #00900,iStorage | Panama City Beach Pkwy,18436 Panama City Beach Pkwy,Panama City Beach,FL,32413,30.242815,-85.915114
NSA #00902,iStorage | Thomas Dr,1816 Thomas Dr,Panama City Beach,FL,32408,30.16599,-85.75706
NSA #00997,iStorage | Old Tampa Rd,8709 Old Tampa Rd,Parrish,FL,34219,27.54118,-82.477417
NSA #00572,iStorage | Mobile Hwy,6551 Mobile Hwy,Pensacola,FL,32526,30.471422,-87.306915
NSA #00901,iStorage | Pine Forest Rd,9311 Pine Forest Rd,Pensacola,FL,32534,30.530813,-87.313765
NSA #00428,iStorage | Gasparilla Rd,7001 Gasparilla Rd,Port Charlotte,FL,33981,26.929598,-82.22381
NSA #00466,iStorage | Winborough Dr,10500 Winborough Dr,Port Charlotte,FL,33981,26.872725,-82.23603
NSA #00991,iStorage | Marlympia Way,6221 Marlympia Way,Punta Gorda,FL,33950,26.942033,-82.03266
NSA #00999,iStorage | 12832 US-301,12832 US-301,Riverview,FL,33579,27.805135,-82.333363
NSA #01000,iStorage | N U.S. Hwy 41,1425 N U.S. Hwy 41,Ruskin,FL,33570,27.73078,-82.432817
NSA #00122,iStorage | Sugar Dr,114 Sugar Dr,Santa Rosa Beach,FL,32459,30.373346,-86.254869
NSA #00896,iStorage | E County Hwy 30A,4927 E County Hwy 30A,Santa Rosa Beach,FL,32459,30.314409,-86.097405
NSA #00899,iStorage | Grayton Village Rd,230 Grayton Village Rd,Santa Rosa Beach,FL,32459,30.343844,-86.166294
NSA #00934,iStorage | Mussett Bayou Rd,103 Mussett Bayou Rd,Santa Rosa Beach,FL,32459,30.376127,-86.255185
NSA #00984,iStorage | 17th St,2590 17th St,Sarasota,FL,34237,27.351086,-82.518934
NSA #00985,iStorage | S Beneva Rd,335 S Beneva Rd,Sarasota,FL,34232,27.332394,-82.498055
NSA #00986,iStorage | S Tamiami Trail,8901 S Tamiami Trail,Sarasota,FL,34238,27.219719,-82.489494
NSA #00996,iStorage | Claxstrauss Dr,7600 Claxstrauss Dr,Sarasota,FL,34240,27.33746,-82.42872
NSA #01001,iStorage Portable Storage | Bradenton & Sarasota,6791 28th St Cir E,Sarasota,FL,34243,27.420382,-82.528922
NSA #00431,iStorage | Park Blvd,13799 Park Blvd,Seminole,FL,33776,27.84442,-82.829546
NSA #01082,iStorage | 16005 FL-40,16005 FL-40,Silver Springs,FL,34488,29.182867,-81.887508
NSA #01150,iStorage | 12412 FL-40,12412 FL-40,Silver Springs,FL,34488,29.182867,-81.887508
NSA #00615,iStorage | Commercial Way,4867 Commercial Way,Spring Hill,FL,34606,28.501131,-82.591231
NSA #00994,iStorage | Commercial Way,1000 Commercial Way,Spring Hill,FL,34606,28.445606,-82.63348
NSA #01077,iStorage | Old Canoe Creek Rd,3690 Old Canoe Creek Rd,St Cloud,FL,34769,28.230525,-81.318225
NSA #00979,iStorage | 34th St S,3950 34th St S,St Petersburg,FL,33711,27.731691,-82.67803
NSA #00993,iStorage | 1505 US-301,1505 South US Hwy 301,Tampa,FL,33619,27.932584,-82.35322
NSA #01106,iStorage | N 26th St,815 N 26th St,Tampa,FL,33605,27.952933,-82.430083
NSA #01155,iStorage | E 10th Ave,4120 E 10th Ave,Tampa,FL,33605,27.962787,-82.411287
NSA #00427,iStorage | South St,3955 South St,Titusville,FL,32780,28.56783,-80.84576
NSA #00664,iStorage | South St,4345 South St,Titusville,FL,32780,28.56383,-80.845831
NSA #01098,iStorage | W Colonial Dr,13440 W Colonial Dr,Winter Garden,FL,34787,28.550592,-81.582701
NSA #00478,iStorage | Forsyth Rd,3400 Forsyth Rd,Winter Park,FL,32792,28.594184,-81.299262
NSA #01153,iStorage | Forsyth Rd,2875 Forsyth Rd,Winter Park,FL,32792,28.586108,-81.294411
NSA #00992,iStorage | State Rd 54,37148 State Rd 54,Zephyrhills,FL,33542,28.229251,-82.201418
NSA #00924,Southern Self Storage | Philema Rd,1006 Philema Rd,Albany,GA,31701,31.621964,-84.129123
NSA #00404,SecurCare Self Storage | Veterans Memorial Hwy SW,1880 Veterans Memorial Hwy SW,Austell,GA,30168,33.817756,-84.609695
NSA #00224,SecurCare Self Storage | US-80,1716 US-80,Bloomingdale,GA,31302,32.124832,-81.274354
NSA #00398,SecurCare Self Storage | Buford Dr,2914 Buford Dr,Buford,GA,30519,34.050957,-83.995432
NSA #00242,SecurCare Self Storage | Butterworth Rd,279 Butterworth Rd,Canton,GA,30114,34.203427,-84.507867
NSA #01125,SecurCare Self Storage | Marietta Hwy,3330 Marietta Hwy,Canton,GA,30114,34.203427,-84.507867
NSA #00659,SecurCare Self Storage | Peachtree Rd,4775 Peachtree Rd,Chamblee,GA,30341,33.879765,-84.320963
NSA #00653,iStorage | Whitesville Rd,5977 Whitesville Rd,Columbus,GA,31904,32.530226,-84.964957
NSA #00247,iStorage | Milgen Rd,4155 Milgen Rd,Columbus,GA,31907,32.511882,-84.926412
NSA #00654,iStorage | Macon Rd,6751 Macon Rd,Columbus,GA,31907,32.522448,-84.872753
NSA #00402,SecurCare Self Storage | Iris Dr SW,2500 Iris Dr SW,Conyers,GA,30094,33.68776,-84.069727
NSA #00227,SecurCare Self Storage | Smyrna Rd SW,527 Smyrna Rd SW,Conyers,GA,30012,33.677219,-84.058015
NSA #00403,SecurCare Self Storage | Old Covington Hwy,2609 Old Covington Hwy,Conyers,GA,30012,33.69725,-84.071932
NSA #01104,SecurCare Self Storage | Access Rd,1385 Access Rd,Covington,GA,30014,33.612102,-83.896494
NSA #00407,SecurCare Self Storage | Pkwy N Blvd,5990 Pkwy N Blvd,Cumming,GA,30040,34.165951,-84.174537
NSA #00246,SecurCare Self Storage | E Paulding Dr,3587 E Paulding Dr,Dallas,GA,30157,33.942378,-84.742112
NSA #00406,SecurCare Self Storage | Austin Dr,1520 Austin Dr,Decatur,GA,30032,33.748047,-84.233596
NSA #00243,SecurCare Self Storage | Snapfinger Woods Dr,4141 Snapfinger Woods Dr,Decatur,GA,30035,33.713867,-84.221163
NSA #00225,SecurCare Self Storage | E Ponce de Leon Ave,3031 E Ponce de Leon Ave,Decatur,GA,30030,33.784248,-84.270511
NSA #00241,SecurCare Self Storage | Longmire Way,3751 Longmire Way,Doraville,GA,30340,33.907023,-84.271767
NSA #00437,SecurCare | Moreland Ave,5351 Moreland Ave,Ellenwood,GA,30294,33.609115,-84.304344
NSA #00400,SecurCare Self Storage | New Hope Rd,112 New Hope Rd,Fayetteville,GA,30214,33.474561,-84.442442
NSA #00231,SecurCare Self Storage | GA-85,923 GA-85,Fayetteville,GA,30215,33.427116,-84.460042
NSA #00230,SecurCare Self Storage | GA-54,1100 GA-54,Fayetteville,GA,30215,33.454189,-84.428219
NSA #01160,SecurCare Self Storage | 125 Robinson Ct,125 Robinson Ct,Fayetteville,GA,30214,33.454231,-84.429038
NSA #00234,SecurCare Self Storage | Carver Rd,749 Carver Rd,Griffin,GA,30224,33.226771,-84.298037
NSA #00233,SecurCare Self Storage | Zebulon Rd,1948 Zebulon Rd,Griffin,GA,30224,33.190456,-84.286993
NSA #00232,SecurCare Self Storage | N Expy,2976 N Expy,Griffin,GA,30223,33.317625,-84.289187
NSA #00235,SecurCare Self Storage | Brookwood Ave,1288 Brookwood Ave,Jackson,GA,30233,33.307506,-83.980182
NSA #00405,SecurCare Self Storage | Tara Blvd,8898 Tara Blvd,Jonesboro,GA,30236,33.511682,-84.358483
NSA #00223,SecurCare Self Storage | Tara Blvd,9887 Tara Blvd,Jonesboro,GA,30326,33.849145,-84.362091
NSA #00661,iStorage | GA-40,1320 GA-40,Kingsland,GA,31548,30.787609,-81.647698
NSA #00655,iStorage | W Point Rd,2170 W Point Rd,LaGrange,GA,30240,33.025428,-85.078597
NSA #00397,SecurCare Self Storage | Oak Grove Rd SW,3900 Oak Grove Rd SW,Loganville,GA,30052,33.849089,-83.91394
NSA #00222,SecurCare Self Storage | Mableton Pkwy SE,6800 Mableton Pkwy SE,Mableton,GA,30126,33.788044,-84.549447
NSA #00248,iStorage | Pio Nono Ave,2990 Pio Nono Ave,Macon,GA,31206,32.808939,-83.662213
NSA #00658,iStorage | Billy Williamson Dr,4500 Billy Williamson Dr,Macon,GA,31206,32.823768,-83.712734
NSA #00656,iStorage | Peake Rd,6416 Peake Rd,Macon,GA,31210,32.875271,-83.762513
NSA #00573,iStorage | Key St,915 Key St,Macon,GA,31204,32.818876,-83.675514
NSA #00574,iStorage | Shurling Dr,1300 Shurling Dr,Macon,GA,31211,32.86006,-83.600516
NSA #00657,iStorage | Riverside Dr,4480 Riverside Dr,Macon,GA,31210,32.913628,-83.704476
NSA #01140,iStorage | 4486 Riverside Dr,4486 Riverside Dr,Macon,GA,31210,32.913291,-83.708279
NSA #00379,SecurCare Self Storage | Wylie Rd SE,523 Wylie Rd SE,Marietta,GA,30067,33.939732,-84.511474
NSA #00369,SecurCare Self Storage | S Cobb Dr SE,1185 S Cobb Dr SE,Marietta,GA,30060,33.923361,-84.549897
NSA #00401,SecurCare Self Storage | Meredith Park Dr,1205 Meredith Park Dr,McDonough,GA,30253,33.383529,-84.175993
NSA #00473,SecurCare Self Storage | Brannan Rd Ext,1925 Brannan Rd Ext,McDonough,GA,30253,33.509943,-84.190646
NSA #00236,SecurCare Self Storage | Premiere Wy,1000 Premiere Wy,McDonough,GA,30252,33.428197,-84.137333
NSA #00237,SecurCare Self Storage | Hampton Rd,910 Hampton Rd,McDonough,GA,30253,33.43482,-84.174742
NSA #00251,SecurCare Self Storage | S Broad St,1005 S Broad St,Monroe,GA,30655,33.782456,-83.707769
NSA #00221,SecurCare Self Storage | Breedlove Dr,215 Breedlove Dr,Monroe,GA,30065,33.78996,-83.73296
NSA #00277,SecurCare Self Storage | Mt Zion Rd,1515 Mt Zion Rd,Morrow,GA,30260,33.570193,-84.341086
NSA #00252,SecurCare Self Storage | Millard Farmer Industrial Blvd,340 Millard Farmer Industrial Blvd,Newnan,GA,30263,33.398374,-84.787154
NSA #00002,SecurCare Self Storage | Western Hills Ct,1 Western Hills Ct,Norcross,GA,30071,33.922293,-84.209043
NSA #00244,SecurCare Self Storage | Sharon Ct,108 Sharon Ct,Pooler,GA,31322,32.102708,-81.227994
NSA #00238,SecurCare Self Storage | GA-138,53 GA-138,Riverdale,GA,30276,33.541579,-84.389125
NSA #00399,SecurCare Self Storage | Church St,6305 Church St,Riverdale,GA,30294,33.583084,-84.419216
NSA #00245,SecurCare Self Storage | Roswell Rd NE,8457 Roswell Rd NE,Sandy Springs,GA,30350,33.985532,-84.349038
NSA #01174,SecurCare Self Storage | Abercorn St,15050 Abercorn St,Savannah,GA,31419,31.991185,-81.231971
NSA #00250,SecurCare Self Storage | Eisenhower Dr,218 Eisenhower Dr,Savannah,GA,31406,32.009596,-81.111503
NSA #00249,SecurCare Self Storage | Abercorn St,9303 Abercorn St,Savannah,GA,31406,31.996538,-81.130124
NSA #00226,SecurCare Self Storage | Ogeechee Rd,5660 Ogeechee Rd,Savannah,GA,31405,32.034168,-81.219797
NSA #00204,SecurCare Self Storage | Grove Point Rd,1721 Grove Point Rd,Savannah,GA,31419,31.991185,-81.231971
NSA #00240,SecurCare Self Storage | S Cobb Dr SE,2960 S Cobb Dr SE,Smyrna,GA,30080,33.880441,-84.533853
NSA #00239,SecurCare Self Storage | Hannover Pkwy N,7330 Hannover Pkwy N,Stockbridge,GA,30281,33.554198,-84.272909
NSA #00229,SecurCare Self Storage | GA-138,599 GA-138,Stockbridge,GA,90281,33.548721,-84.275239
NSA #00228,SecurCare Self Storage | Davidson Cir E,7428 Davidson Cir E,Stockbridge,GA,30281,33.552198,-84.264419
NSA #00903,Southern Self Storage | E Jackson St,1418 E Jackson St,Thomasville,GA,31792,30.852747,-83.955464
NSA #00936,Southern Self Storage | E Pinetree Blvd,870 E Pinetree Blvd,Thomasville,GA,31792,30.833768,-83.947808
NSA #00893,Southern Self Storage | Inner Perimeter Rd,3200 Inner Perimeter Rd,Valdosta,GA,31602,30.880636,-83.293897
NSA #00925,Southern Self Storage | N Valdosta Rd,3819 N Valdosta Rd,Valdosta,GA,31602,30.888834,-83.316601
NSA #00614,iStorage | Carl Vinson Pkwy,230 Carl Vinson Pkwy,Warner Robins,GA,31088,32.599484,-83.663497
NSA #00613,iStorage | Osigian Blvd,202 Osigian Blvd,Warner Robins,GA,31088,32.614248,-83.692587
NSA #00660,SecurCare | Eagle Dr,2901 Eagle Dr,Woodstock,GA,30189,34.1129,-84.55833
NSA #00018,Northwest Self Storage | Burr Dr,14051 Burr Dr,McCall,ID,83638,44.862087,-116.087783
NSA #00062,Northwest Self Storage | US-95,3774 US-95,New Meadows,ID,83654,44.990947,-116.279221
NSA #00044,Northwest Self Storage | E Seltice Way,2655 E Seltice Way,Post Falls,ID,83854,47.711601,-116.912163
NSA #00070,Northwest Self Storage | E Seltice Way,4459 E Seltice Way,Post Falls,ID,83854,47.708081,-116.887228
NSA #00053,Northwest Self Storage | ID-200,32607 Hwy 200,Sandpoint,ID,83864,48.311346,-116.506175
NSA #00596,iStorage | E 106th St,3940 E 106th St,Chicago,IL,60617,41.70404,-87.527709
NSA #00547,iStorage | W 135th St,4501 W 135th St,Crestwood,IL,60418,41.646534,-87.732345
NSA #00652,iStorage | Deer Lake Rd,177 Deer Lake Rd,Deerfield,IL,60015,42.156355,-87.845019
NSA #00546,iStorage | Greenwood St,2020 Greenwood St,Evanston,IL,60201,42.042197,-87.701212
NSA #00651,iStorage | Milwaukee Ave,747 Milwaukee Ave,Glenview,IL,60025,42.069876,-87.852082
NSA #00650,iStorage | Old Deerfield Rd,1505 Old Deerfield Rd,Highland Park,IL,60035,42.178336,-87.820394
NSA #00649,iStorage | Bode Rd,2775 Bode Rd,Hoffman Estates,IL,60169,42.038682,-88.147723
NSA #00548,iStorage | Frontage Rd,4325 Frontage Rd,Oak Forest,IL,60452,41.590064,-87.721489
NSA #00570,iStorage | S Western Ave,14750 S Western Ave,Posen,IL,60469,41.624966,-87.676906
NSA #00594,iStorage | Albion Ave,1031 Albion Ave,Schaumburg,IL,60193,41.994083,-88.105696
NSA #00349,SecurCare Self Storage | Vista Pkwy,71 Vista Pkwy,Avon,IN,46123,39.759734,-86.38483
NSA #00412,SecurCare Self Storage | E US Hwy 36,9303 E US Hwy 36,Avon,IN,46123,39.761518,-86.354776
NSA #00348,SecurCare Self Storage | Union Mills Dr,8969 Union Mills Dr,Camby,IN,46113,39.632444,-86.336567
NSA #00415,SecurCare Self Storage | N Arlington Ave,3231 N Arlington Ave,Indianapolis,IN,46218,39.81604,-86.0622
NSA #00413,SecurCare Self Storage | N Glen Arm Rd,3912 N Glen Arm Rd,Indianapolis,IN,46254,39.827533,-86.274579
NSA #00411,SecurCare Self Storage | Rockville Rd,8501 Rockville Rd,Indianapolis,IN,46234,39.762521,-86.312003
NSA #00410,SecurCare Self Storage | S Emerson Ave,4005 S Emerson Ave,Indianapolis,IN,46203,39.708496,-86.081153
NSA #00409,SecurCare Self Storage | Heiney Rd,4115 Heiney Rd,Indianapolis,IN,46241,39.70426,-86.259468
NSA #00356,SecurCare Self Storage | W County Line Rd,920 W County Line Rd,Indianapolis,IN,46217,39.635278,-86.176532
NSA #00355,SecurCare Self Storage | Stover Ave,551 Stover Ave,Indianapolis,IN,46227,39.700023,-86.146677
NSA #00354,SecurCare Self Storage | Shadeland Ave,2251 Shadeland Ave,Indianapolis,IN,46219,39.799401,-86.04333
NSA #00353,SecurCare Self Storage | N Tacoma Ave,5425 N Tacoma Ave,Indianapolis,IN,46220,39.852454,-86.119714
NSA #00352,SecurCare Self Storage | Fall Creek Rd,9685 Fall Creek Rd,Indianapolis,IN,46256,39.895453,-85.997187
NSA #00351,SecurCare Self Storage | W 96th St,3601 W 96th St,Indianapolis,IN,46268,39.924709,-86.220217
NSA #00350,SecurCare Self Storage | N Michigan Rd,8270 N Michigan Rd,Indianapolis,IN,46268,39.904922,-86.220773
NSA #01105,SecurCare Self Storage | Research Dr,1510 Research Dr,Jeffersonville,IN,47130,38.309352,-85.744986
NSA #01108,SecurCare Self Storage | Bell Ln,1310 Bell Ln,New Albany,IN,47150,38.329266,-85.827381
NSA #00357,SecurCare Self Storage | IN-32,613 IN-32,Westfield,IN,46074,40.041418,-86.169133
NSA #00414,SecurCare Self Storage | Central Boulevard,6978 Central Boulevard,Zionsville,IN,46077,39.953021,-86.337787
NSA #00969,iStorage | Camp Cardinal Blvd,761 Camp Cardinal Blvd,Coralville,IA,52241,41.680794,-91.596098
NSA #01034,iStorage | James St,2100 James St,Coralville,IA,52241,41.678498,-91.595819
NSA #01035,iStorage | James St,2045 James St,Coralville,IA,52241,41.679601,-91.59373
NSA #01036,iStorage | 2nd St,405 2nd St,Coralville,IA,52241,41.67169,-91.572826
NSA #01037,iStorage | Southgate Ave,120 Southgate Ave,Iowa City,IA,52240,41.641296,-91.53505
NSA #00968,iStorage | W Penn St,980 W Penn St,North Liberty,IA,52317-9025,41.752679,-91.613787
NSA #01038,iStorage | Penn Ct,570 Penn Ct,North Liberty,IA,52317,41.750918,-91.63255
NSA #00970,iStorage | Village Dr,103 Village Dr,Tiffin,IA,52340,41.696959,-91.664681
NSA #01101,iStorage | US-54,13910 US-54,Andover,KS,67002,37.681053,-97.096801
NSA #01181,iStorage | N Rock Rd,310 N Rock Rd,Derby,KS,67037,37.547094,-97.243998
NSA #01180,iStorage | 115 S Buckner St,115 S Buckner St,Derby,KS,67037,37.542718,-97.271882
